BLUEPRINTTYPEID;PARENTBLUEPRINTTYPEID;PRODUCTTYPEID;PRODUCTIONTIME;TECHLEVEL;RESEARCHPRODUCTIVITYTIME;RESEARCHMATERIALTIME;RESEARCHCOPYTIME;RESEARCHTECHTIME;PRODUCTIVITYMODIFIER;MATERIALMODIFIER;WASTEFACTOR;MAXPRODUCTIONLIMIT
11870;;11483;2500;2;10000;12500;250000;120;500;5;10;300
11871;;11473;25000;2;125000;125000;120125000;120;500;5;10;1000
11872;;11476;2500;2;10000;12500;250000;120;500;5;10;300
11873;;11475;2500;2;10000;12500;250000;120;500;5;10;300
11874;;11514;2500;2;10000;12500;250000;120;500;5;10;300
11876;;11461;2500;2;10000;12500;250000;120;500;5;10;300
11877;;11462;2500;2;10000;12500;250000;120;500;5;10;300
11878;;11466;2500;2;10000;12500;250000;120;500;5;10;300
11879;;11467;2500;2;10000;12500;250000;120;500;5;10;300
11880;;11459;2500;2;10000;12500;250000;120;500;5;10;300
11881;;11464;2500;2;10000;12500;250000;120;500;5;10;300
11882;;11458;2500;2;10000;12500;250000;120;500;5;10;300
11883;;11460;2500;2;10000;12500;250000;120;500;5;10;300
11884;;11457;2500;2;10000;12500;250000;120;500;5;10;300
11885;;11463;2500;2;10000;12500;250000;120;500;5;10;300
11886;;11746;2500;2;10000;12500;250000;120;500;5;10;300
11887;;11481;2500;2;10000;12500;250000;120;500;5;10;300
11888;;11513;2500;2;10000;12500;250000;120;500;5;10;300
11889;;11484;2500;2;10000;12500;250000;120;500;5;10;300
11890;;11478;2500;2;10000;12500;250000;120;500;5;10;300
11891;;11486;2500;2;10000;12500;250000;120;500;5;10;300
11892;;11653;25000;2;125000;125000;120125000;120;500;5;10;1000
11937;;11936;18000;1;360000;360000;360000;3600000;3600;5;10;10
11939;;11938;18000;1;360000;360000;360000;3600000;3600;5;10;10
11958;;11957;120000;2;720000;480000;1200000;1800000;24000;5;10;10
11960;;11959;120000;2;720000;480000;1200000;1800000;24000;5;10;10
11962;;11961;120000;2;720000;480000;1200000;1800000;24000;5;10;10
11964;;11963;120000;2;720000;480000;1200000;1800000;24000;5;10;10
11966;;11965;120000;2;720000;480000;1200000;1800000;24000;5;10;10
11970;;11969;120000;2;720000;480000;1200000;1800000;24000;5;10;10
11972;;11971;120000;2;720000;480000;1200000;1800000;24000;5;10;10
11979;;11978;80000;2;480000;320000;1600000;1200000;16000;5;10;10
11986;;11985;80000;2;480000;320000;1600000;1200000;16000;5;10;10
11988;;11987;80000;2;480000;320000;1600000;1200000;16000;5;10;10
11990;;11989;80000;2;480000;320000;1600000;1200000;16000;5;10;10
11994;;11993;160000;2;960000;640000;1600000;2400000;32000;5;10;10
11996;;11995;140000;2;840000;560000;1400000;2100000;28000;5;10;10
12000;;11999;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12004;;12003;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12006;;12005;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12012;;12011;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12014;;12013;140000;2;840000;560000;1400000;2100000;28000;5;10;10
12016;;12015;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12018;;12017;140000;2;840000;560000;1400000;2100000;28000;5;10;10
12020;;12019;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12022;;12021;140000;2;840000;560000;1400000;2100000;28000;5;10;10
12024;;12023;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12031;;12032;35000;2;210000;140000;420000;525000;7000;5;10;10
12035;;12034;35000;2;210000;140000;420000;525000;7000;5;10;10
12037;;12036;35000;2;210000;140000;420000;525000;7000;5;10;10
12041;;12038;35000;2;210000;140000;420000;525000;7000;5;10;10
12043;;12042;40000;2;240000;160000;400000;600000;8000;5;10;10
12045;;12044;40000;2;240000;160000;400000;600000;8000;5;10;10
12053;1073;12052;600;1;12000;12000;12000;9000;120;5;10;300
12055;1073;12054;600;1;12000;12000;12000;9000;120;5;10;300
12057;;12056;600;1;12000;12000;12000;9000;120;5;10;300
12059;;12058;10000;2;60000;40000;1000000;150000;2000;5;10;100
12067;;12066;600;1;12000;12000;12000;9000;120;5;10;300
12069;12067;12068;20000;2;120000;80000;2000000;300000;4000;5;10;100
12077;1073;12076;20000;2;240000;160000;2000000;300000;4000;5;10;100
12085;1073;12084;40000;2;480000;320000;4000000;600000;8000;5;10;100
12103;;12102;12000;2;108000;72000;2400000;180000;2400;5;10;100
12104;;11577;16000;2;48000;72000;1600000;240000;3200;5;10;100
12105;;11578;24000;2;96000;108000;2400000;360000;4800;5;10;100
12109;;12108;5000;1;30000;20000;500000;75000;1000;5;10;100
12218;;12217;600;1;12000;12000;12000;9000;120;5;10;300
12220;;12219;90000;1;540000;360000;900000;120000;18000;5;10;10
12222;;12221;8000;2;48000;32000;1600000;120000;1600;5;10;100
12224;;12223;10000;2;60000;40000;2000000;150000;2000;5;10;100
12226;;12225;600;1;12000;12000;12000;9000;120;5;10;300
12258;;12257;600;1;12000;12000;12000;9000;120;5;10;300
12260;;12259;10000;2;60000;40000;1000000;150000;2000;5;10;100
12262;;12261;600;1;12000;12000;12000;9000;120;5;10;300
12264;;12263;15000;2;84000;56000;1500000;225000;3000;5;10;100
12266;;12265;600;1;12000;12000;12000;9000;120;5;10;300
12268;;12267;8000;2;45000;30000;800000;120000;1600;5;10;100
12270;;12269;600;1;12000;12000;12000;9000;120;5;10;300
12272;;12271;12000;2;60000;40000;2000000;180000;2400;5;10;100
12275;;12274;600;1;12000;12000;12000;9000;120;5;10;300
12297;;12198;10000;1;120000;90000;100000;9000;2000;5;10;10
12300;;12199;20000;1;240000;180000;200000;18000;4000;5;10;10
12301;;12200;40000;1;480000;360000;400000;36000;8000;5;10;10
12345;;12344;600;1;12000;12000;12000;9000;120;5;10;300
12347;;12346;9000;2;54000;36000;900000;135000;1800;5;10;100
12355;;12354;600;1;12000;12000;12000;9000;120;5;10;300
12357;;12356;13000;2;78000;52000;1300000;195000;2600;5;10;100
12553;;12552;20000;2;120000;80000;200000;300000;4000;5;10;10
12558;;12557;20000;2;120000;80000;2000000;300000;4000;5;10;100
12560;;12559;20000;2;120000;80000;2000000;300000;4000;5;10;100
12562;;12561;20000;2;120000;80000;200000;300000;4000;5;10;10
12564;;12563;20000;2;120000;80000;2000000;300000;4000;5;10;100
12566;;12565;20000;2;120000;80000;2000000;300000;4000;5;10;100
12609;;12608;20000;2;120000;80000;2000000;300000;4000;5;10;100
12611;;12610;20000;2;120000;80000;200000;300000;4000;5;10;10
12613;;12612;20000;2;120000;80000;2000000;300000;4000;5;10;100
12615;;12614;20000;2;120000;80000;2000000;300000;4000;5;10;100
12617;;12616;20000;2;120000;80000;200000;300000;4000;5;10;10
12619;;12618;20000;2;120000;80000;2000000;300000;4000;5;10;100
12621;;12620;20000;2;120000;80000;2000000;300000;4000;5;10;100
12626;;12625;20000;2;120000;80000;2000000;300000;4000;5;10;100
12628;;12627;20000;2;120000;80000;200000;300000;4000;5;10;10
12630;;12629;20000;2;120000;80000;200000;300000;4000;5;10;10
12632;;12631;20000;2;120000;80000;2000000;300000;4000;5;10;100
12634;;12633;20000;2;120000;80000;2000000;300000;4000;5;10;100
12710;;12709;600;1;12000;12000;12000;9000;120;5;10;300
12712;;12711;600;1;12000;12000;12000;120000;120;5;10;1000
12714;;12713;600;1;12000;12000;12000;120000;120;5;10;1000
12716;;12715;600;1;12000;12000;12000;120000;120;5;10;1000
12718;;12717;600;1;12000;12000;12000;120000;120;5;10;1000
12730;;12729;80000;2;480000;320000;1600000;1200000;16000;5;10;10
12732;;12731;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12734;;12733;80000;2;480000;320000;1600000;1200000;16000;5;10;10
12736;;12735;80000;2;480000;320000;1600000;1200000;16000;5;10;10
12744;;12743;80000;2;480000;320000;1600000;1200000;16000;5;10;10
12746;;12745;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12748;;12747;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12754;;12753;160000;2;960000;640000;1600000;2400000;32000;5;10;10
12762;;12761;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12764;;12763;80000;2;480000;320000;800000;1200000;16000;5;10;10
12766;;12765;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12768;;12767;40000;2;240000;160000;4000000;600000;8000;5;10;100
12770;;12769;40000;2;240000;160000;400000;600000;8000;5;10;10
12772;;12771;40000;2;240000;160000;4000000;600000;8000;5;10;100
12774;;12773;40000;2;240000;160000;4000000;600000;8000;5;10;100
12776;;12775;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12778;;12777;40000;2;240000;160000;4000000;600000;8000;5;10;100
12780;;12779;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12782;;12781;40000;2;240000;160000;400000;600000;8000;5;10;10
12784;;12783;80000;2;480000;320000;800000;1200000;16000;5;10;10
12786;;12785;40000;2;240000;160000;4000000;600000;8000;5;10;100
12788;;12787;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12790;;12789;40000;2;240000;160000;4000000;600000;8000;5;10;100
12792;;12791;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12794;;12793;40000;2;240000;160000;400000;600000;8000;5;10;10
12796;;12795;80000;2;480000;320000;800000;1200000;16000;5;10;10
12798;;12797;40000;2;240000;160000;400000;600000;8000;5;10;10
12800;;12799;80000;2;480000;320000;800000;1200000;16000;5;10;10
12802;;12801;40000;2;240000;160000;4000000;600000;8000;5;10;100
12804;;12803;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12806;;12805;40000;2;240000;160000;4000000;600000;8000;5;10;100
12808;;12807;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12811;;12810;40000;2;240000;160000;400000;600000;8000;5;10;10
12813;;12812;80000;2;480000;320000;800000;1200000;16000;5;10;10
12815;;12814;40000;2;240000;160000;4000000;600000;8000;5;10;100
12817;;12816;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12819;;12818;40000;2;240000;160000;4000000;600000;8000;5;10;100
12821;;12820;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12823;;12822;40000;2;240000;160000;4000000;600000;8000;5;10;100
12825;;12824;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12827;;12826;40000;2;240000;160000;4000000;600000;8000;5;10;100
12829;;12828;80000;2;480000;320000;8000000;1200000;16000;5;10;100
12831;;12830;40000;2;240000;160000;400000;600000;8000;5;10;10
12833;;12832;80000;2;480000;320000;800000;1200000;16000;5;10;10
13000;;11370;8000;1;36000;48000;800000;120000;1600;5;10;100
13002;;13001;5000;2;30000;40000;500000;75000;1000;5;10;100
13004;;13003;4000;2;30000;20000;400000;60000;800;5;10;100
13203;;13202;18000;1;360000;360000;360000;3600000;3600;5;10;10
13321;;13320;600;1;12000;12000;12000;9000;120;5;10;300
15509;;15508;480;1;9600;9600;9600;7200;96;5;10;1500
15511;;15510;480;1;9600;9600;9600;7200;96;5;10;1500
15676;;15675;600;1;12000;12000;12000;120000;120;5;10;1000
15678;;15677;600;1;12000;12000;12000;120000;120;5;10;1000
15682;;15681;600;1;12000;12000;12000;120000;120;5;10;1000
15684;;15683;600;1;12000;12000;12000;120000;120;5;10;1000
15686;;15685;600;1;12000;12000;12000;120000;120;5;10;1000
15688;;15687;600;1;12000;12000;12000;120000;120;5;10;1000
15690;;15689;600;1;12000;12000;12000;120000;120;5;10;1000
15692;;15691;600;1;12000;12000;12000;120000;120;5;10;1000
15694;;15693;600;1;12000;12000;12000;120000;120;5;10;1000
15696;;15695;600;1;12000;12000;12000;120000;120;5;10;1000
15698;;15697;600;1;12000;12000;12000;120000;120;5;10;1000
15700;;15699;600;1;12000;12000;12000;120000;120;5;10;1000
15702;;15701;600;1;12000;12000;12000;120000;120;5;10;1000
15704;;15703;600;1;12000;12000;12000;120000;120;5;10;1000
15706;;15705;2250;1;120000;120000;120000;1200000;450;5;10;1000
15708;;15707;2250;1;120000;120000;120000;1200000;450;5;10;1000
15710;;15709;2250;1;120000;120000;120000;1200000;450;5;10;1000
15712;;15711;2250;1;120000;120000;120000;1200000;450;5;10;1000
15714;;15713;2250;1;120000;120000;120000;1200000;450;5;10;1000
15716;;15715;2250;1;120000;120000;120000;1200000;450;5;10;1000
15718;;15717;2250;1;120000;120000;120000;1200000;450;5;10;1000
15720;;15719;2250;1;120000;120000;120000;1200000;450;5;10;1000
15722;;15721;600;1;12000;12000;12000;120000;120;5;10;1000
15724;;15723;600;1;12000;12000;12000;120000;120;5;10;1000
15726;;15725;600;1;12000;12000;12000;120000;120;5;10;1000
15728;;15727;600;1;12000;12000;12000;120000;120;5;10;1000
15730;;15729;600;1;12000;12000;12000;120000;120;5;10;1000
15732;;15731;600;1;12000;12000;12000;120000;120;5;10;1000
15734;;15733;600;1;12000;12000;12000;120000;120;5;10;1000
15736;;15735;600;1;12000;12000;12000;120000;120;5;10;1000
15738;;15737;600;1;12000;12000;12000;120000;120;5;10;1000
15740;;15739;600;1;12000;12000;12000;120000;120;5;10;1000
15748;1073;15747;600;1;12000;12000;12000;120000;120;5;10;1000
15750;;15749;600;1;12000;12000;12000;120000;120;5;10;1000
15752;1073;15751;600;1;12000;12000;12000;120000;120;5;10;1000
15754;;15753;600;1;12000;12000;12000;120000;120;5;10;1000
15756;1073;15755;600;1;12000;12000;12000;120000;120;5;10;1000
15758;;15757;600;1;12000;12000;12000;120000;120;5;10;1000
15760;1073;15759;600;1;12000;12000;12000;120000;120;5;10;1000
15762;;15761;600;1;12000;12000;12000;120000;120;5;10;1000
15765;1073;15764;600;1;12000;12000;12000;120000;120;5;10;1000
15767;;15766;600;1;12000;12000;12000;120000;120;5;10;1000
15769;1073;15768;600;1;12000;12000;12000;120000;120;5;10;1000
15771;;15770;600;1;12000;12000;12000;120000;120;5;10;1000
15773;;15772;600;1;12000;12000;12000;120000;120;5;10;1000
15777;;15776;600;1;12000;12000;12000;120000;120;5;10;1000
15779;;15778;600;1;12000;12000;12000;120000;120;5;10;1000
15781;;15780;600;1;12000;12000;12000;120000;120;5;10;1000
15783;;15782;600;1;12000;12000;12000;120000;120;5;10;1000
15785;;15784;600;1;12000;12000;12000;120000;120;5;10;1000
15787;;15786;600;1;12000;12000;12000;120000;120;5;10;1000
15789;;15788;600;1;12000;12000;12000;120000;120;5;10;1000
15791;;15790;8000;1;36000;48000;800000;120;1600;5;10;1000
15793;;15792;600;1;12000;12000;12000;120000;120;5;10;1000
15795;;15794;600;1;12000;12000;12000;120000;120;5;10;1000
15797;;15796;1000;1;12000;12000;12000;120000;200;5;10;1000
15799;;15798;2000;1;12000;12000;12000;120000;400;5;10;1000
15801;;15800;600;1;12000;12000;12000;120000;120;5;10;1000
15803;;15802;1000;1;12000;12000;12000;120000;200;5;10;1000
15805;;15804;2000;1;12000;12000;12000;120000;400;5;10;1000
15807;;15806;600;1;12000;12000;12000;120000;120;5;10;1000
15809;;15808;600;1;12000;12000;12000;120000;120;5;10;1000
15811;;15810;600;1;12000;12000;12000;120000;120;5;10;1000
15819;;15818;600;1;12000;12000;12000;120000;120;5;10;1000
15822;;15821;600;1;12000;12000;12000;120000;120;5;10;1000
15839;;15838;600;1;12000;12000;12000;120000;120;5;10;1000
15842;;15841;600;1;12000;12000;12000;120000;120;5;10;1000
15876;;15875;600;1;12000;12000;12000;120000;120;5;10;1000
15878;;15877;1200;1;18000;18000;18000;120000;240;5;10;1000
15880;;15879;2400;1;24000;24000;24000;120000;480;5;10;1000
15882;;15881;600;1;12000;12000;12000;120000;120;5;10;1000
15884;;15883;1200;1;18000;18000;18000;120000;240;5;10;1000
15886;;15885;2400;1;24000;24000;24000;120000;480;5;10;1000
15888;;15887;600;1;12000;12000;12000;120000;120;5;10;1000
15890;;15889;600;1;12000;12000;12000;120000;120;5;10;1000
15892;;15891;600;1;12000;12000;12000;120000;120;5;10;1000
15894;;15893;600;1;12000;12000;12000;120000;120;5;10;1000
15896;;15895;600;1;12000;12000;12000;120000;120;5;10;1000
15906;;15905;600;1;12000;12000;12000;9000;120;5;10;300
15908;;15907;600;1;12000;12000;12000;9000;120;5;10;300
15910;;15909;600;1;12000;12000;12000;120000;120;5;10;1000
15912;;15911;600;1;12000;12000;12000;120000;120;5;10;1000
15914;;15913;600;1;12000;12000;12000;120000;120;5;10;1000
15916;;15915;600;1;12000;12000;12000;120000;120;5;10;1000
15918;;15917;600;1;12000;12000;12000;120000;120;5;10;1000
15920;;15919;600;1;12000;12000;12000;120000;120;5;10;1000
15922;;15921;600;1;12000;12000;12000;120000;120;5;10;1000
15924;;15923;600;1;12000;12000;12000;120000;120;5;10;1000
15926;;15925;600;1;12000;12000;12000;120000;120;5;10;1000
15928;;15927;600;1;12000;12000;12000;120000;120;5;10;1000
15930;;15929;600;1;12000;12000;12000;120000;120;5;10;1000
15932;;15931;600;1;12000;12000;12000;120000;120;5;10;1000
15936;;15935;600;1;12000;12000;12000;120000;120;5;10;1000
15938;;15937;600;1;12000;12000;12000;120000;120;5;10;1000
15940;;15939;600;1;12000;12000;12000;120000;120;5;10;1000
15942;;15941;600;1;12000;12000;12000;120000;120;5;10;1000
15946;;15945;600;1;12000;12000;12000;120000;120;5;10;1000
15948;;15947;600;1;12000;12000;12000;120000;120;5;10;1000
15950;;15949;600;1;12000;12000;12000;120000;120;5;10;1000
15954;;15953;600;1;12000;12000;12000;120000;120;5;10;1000
15956;;15955;600;1;12000;12000;12000;120000;120;5;10;1000
15958;;15957;600;1;12000;12000;12000;120000;120;5;10;1000
15960;;15959;600;1;12000;12000;12000;120000;120;5;10;1000
15962;;15961;600;1;12000;12000;12000;120000;120;5;10;1000
15964;;15963;600;1;12000;12000;12000;120000;120;5;10;1000
15966;;15965;600;1;12000;12000;12000;120000;120;5;10;1000
15968;;15967;600;1;12000;12000;12000;120000;120;5;10;1000
16029;;2929;14000;2;84000;56000;1400000;210000;2800;5;10;100
16032;;2881;3000;2;18000;12000;300000;45000;600;5;10;100
16063;;16062;600;1;12000;12000;12000;120000;120;5;10;1000
16066;;16065;600;1;12000;12000;12000;120000;120;5;10;1000
16228;;16227;15000;1;240000;360000;360000;225000;3000;5;10;15
16230;;16229;15000;1;240000;360000;360000;225000;3000;5;10;15
16232;;16231;15000;1;240000;360000;360000;225000;3000;5;10;15
16234;;16233;15000;1;240000;360000;360000;225000;3000;5;10;15
16237;;16236;9000;1;180000;180000;180000;135000;1800;5;10;20
16239;;16238;9000;1;180000;180000;180000;135000;1800;5;10;20
16241;;16240;9000;1;180000;180000;180000;135000;1800;5;10;20
16243;;16242;9000;1;180000;180000;180000;135000;1800;5;10;20
16279;;16278;600;1;12000;12000;12000;9000;120;5;10;300
17322;;11691;150;2;10000;10000;750000;1000000;30;5;10;1000
17323;;11545;25;2;10000;10000;200000;1000000;5;5;10;1000
17324;;11530;150;2;10000;10000;750000;1000000;30;5;10;1000
17325;;11538;75;2;10000;10000;750000;1000000;15;5;10;1000
17326;;11692;150;2;10000;10000;750000;1000000;30;5;10;1000
17327;;11552;150;2;10000;10000;750000;1000000;30;5;10;1000
17328;;11544;25;2;10000;10000;200000;1000000;5;5;10;1000
17329;;11531;150;2;10000;10000;750000;1000000;30;5;10;1000
17330;;11539;75;2;10000;10000;750000;1000000;15;5;10;1000
17331;;11547;300;2;20000;10000;1500000;1000000;60;5;10;1000
17332;;11693;150;2;10000;10000;750000;1000000;30;5;10;1000
17333;;11536;150;2;10000;10000;750000;1000000;30;5;10;1000
17334;;11554;150;2;10000;10000;750000;1000000;30;5;10;1000
17335;;11694;150;2;10000;10000;750000;1000000;30;5;10;1000
17336;;11537;150;2;10000;10000;750000;1000000;30;5;10;1000
17337;;11553;150;2;10000;10000;750000;1000000;30;5;10;1000
17338;;11549;300;2;20000;10000;1500000;1000000;60;5;10;1000
17339;;11695;150;2;10000;10000;750000;1000000;30;5;10;1000
17340;;11534;150;2;10000;10000;750000;1000000;30;5;10;1000
17341;;11556;150;2;10000;10000;750000;1000000;30;5;10;1000
17342;;11548;300;2;20000;10000;1500000;1000000;60;5;10;1000
17344;;11688;150;2;10000;10000;750000;1000000;30;5;10;1000
17345;;11535;150;2;10000;10000;750000;1000000;30;5;10;1000
17346;;11555;150;2;10000;10000;750000;1000000;30;5;10;1000
17347;;11551;150;2;10000;10000;750000;1000000;30;5;10;1000
17348;;11689;150;2;10000;10000;750000;1000000;30;5;10;1000
17349;;11532;150;2;10000;10000;750000;1000000;30;5;10;1000
17350;;11543;25;2;10000;10000;200000;1000000;5;5;10;1000
17351;;11540;75;2;10000;10000;750000;1000000;15;5;10;1000
17352;;11558;150;2;10000;10000;750000;1000000;30;5;10;1000
17353;;11550;300;2;20000;10000;1500000;1000000;60;5;10;1000
17354;;11690;150;2;10000;10000;750000;1000000;30;5;10;1000
17355;;11542;25;2;10000;10000;200000;1000000;5;5;10;1000
17356;;11533;150;2;10000;10000;750000;1000000;30;5;10;1000
17357;;11541;75;2;10000;10000;750000;1000000;15;5;10;1000
17359;;11557;150;2;10000;10000;750000;1000000;30;5;10;1000
17477;;17476;6000;1;120000;120000;120000;90000;1200;5;10;10
17479;;17478;6000;1;120000;120000;120000;90000;1200;5;10;10
17481;;17480;6000;1;120000;120000;120000;90000;1200;5;10;10
17483;;17482;600;1;12000;12000;12000;9000;120;5;10;300
17486;;17485;600;1;12000;12000;12000;120000;120;5;10;1000
17489;;17488;600;1;12000;12000;12000;120000;120;5;10;1000
17501;;17500;600;1;12000;12000;12000;120000;120;5;10;1000
17503;;17502;2250;1;120000;120000;120000;1200000;450;5;10;1000
17505;;17504;2250;1;120000;120000;120000;1200000;450;5;10;1000
17507;;17506;2250;1;120000;120000;120000;1200000;450;5;10;1000
17509;;17508;2250;1;120000;120000;120000;1200000;450;5;10;1000
17511;;17510;600;1;12000;12000;12000;120000;120;5;10;1000
17513;;17512;600;1;12000;12000;12000;120000;120;5;10;1000
17515;;17514;600;1;12000;12000;12000;120000;120;5;10;1000
17517;;17516;600;1;12000;12000;12000;120000;120;5;10;1000
17519;;17518;600;1;12000;12000;12000;120000;120;5;10;1000
17521;;17520;600;1;12000;12000;12000;120000;120;5;10;1000
17523;;17522;600;1;12000;12000;12000;120000;120;5;10;1000
17525;;17524;600;1;12000;12000;12000;120000;120;5;10;1000
17527;;17526;600;1;12000;12000;12000;120000;120;5;10;1000
17529;;17528;600;1;12000;12000;12000;120000;120;5;10;1000
17537;;17536;600;1;12000;12000;12000;120000;120;5;10;1000
17539;;17538;600;1;12000;12000;12000;120000;120;5;10;1000
17541;;17540;600;1;12000;12000;12000;120000;120;5;10;1000
17543;;17542;600;1;12000;12000;12000;120000;120;5;10;1000
17545;;17544;600;1;12000;12000;12000;120000;120;5;10;1000
17550;;17549;600;1;12000;12000;12000;120000;120;5;10;1000
17552;;17551;600;1;12000;12000;12000;120000;120;5;10;1000
17554;;17553;600;1;12000;12000;12000;120000;120;5;10;1000
17556;;17555;600;1;12000;12000;12000;120000;120;5;10;1000
17558;;17557;600;1;12000;12000;12000;120000;120;5;10;1000
17561;;17559;600;1;12000;12000;12000;120000;120;5;10;1000
17620;;17619;6000;1;120000;120000;120000;1200000;1200;5;10;30
17635;;17634;12000;1;240000;240000;240000;2400000;2400;5;10;15
17637;;17636;18000;1;360000;360000;360000;3600000;3600;5;10;10
17649;;17648;300;1;6000;6000;6000;4500;60;5;10;1000
17651;;17650;300;1;6000;6000;6000;4500;60;5;10;1000
17653;;17652;300;1;6000;6000;6000;4500;60;5;10;1000
17655;;17654;300;1;6000;6000;6000;4500;60;5;10;1000
17657;;17656;300;1;6000;6000;6000;4500;60;5;10;1000
17659;;17658;300;1;6000;6000;6000;4500;60;5;10;1000
17661;;17660;300;1;6000;6000;6000;4500;60;5;10;1000
17663;;17662;300;1;6000;6000;6000;4500;60;5;10;1000
17665;;17664;300;1;6000;6000;6000;4500;60;5;10;1000
17667;;17666;300;1;6000;6000;6000;4500;60;5;10;1000
17669;;17668;300;1;6000;6000;6000;4500;60;5;10;1000
17671;;17670;300;1;6000;6000;6000;4500;60;5;10;1000
17673;;17672;300;1;6000;6000;6000;4500;60;5;10;1000
17675;;17674;300;1;6000;6000;6000;4500;60;5;10;1000
17677;;17676;300;1;6000;6000;6000;4500;60;5;10;1000
17679;;17678;300;1;6000;6000;6000;4500;60;5;10;1000
17681;;17680;300;1;6000;6000;6000;4500;60;5;10;1000
17683;;17682;300;1;6000;6000;6000;4500;60;5;10;1000
17685;;17684;300;1;6000;6000;6000;4500;60;5;10;1000
17687;;17686;300;1;6000;6000;6000;4500;60;5;10;1000
17689;;17688;300;1;6000;6000;6000;4500;60;5;10;1000
17691;;17690;300;1;6000;6000;6000;4500;60;5;10;1000
17693;;17692;300;1;6000;6000;6000;4500;60;5;10;1000
17695;;17694;300;1;6000;6000;6000;4500;60;5;10;1000
17704;;17703;6000;1;120000;120000;120000;1200000;1200;5;10;30
17706;;17705;6000;1;120000;120000;120000;1200000;1200;5;10;30
17708;;17707;6000;1;120000;120000;120000;1200000;1200;5;10;30
17710;;17709;12000;1;240000;240000;240000;2400000;2400;5;10;15
17714;;17713;12000;1;240000;240000;240000;2400000;2400;5;10;15
17716;;17715;12000;1;240000;240000;240000;2400000;2400;5;10;15
17719;;17718;12000;1;240000;240000;240000;2400000;2400;5;10;15
17721;;17720;12000;1;240000;240000;240000;2400000;2400;5;10;15
17723;;17722;12000;1;240000;240000;240000;2400000;2400;5;10;15
17727;;17726;18000;1;360000;360000;360000;3600000;3600;5;10;10
17729;;17728;18000;1;360000;360000;360000;3600000;3600;5;10;10
17733;;17732;18000;1;360000;360000;360000;3600000;3600;5;10;10
17737;;17736;18000;1;360000;360000;360000;3600000;3600;5;10;10
17739;;17738;18000;1;360000;360000;360000;3600000;3600;5;10;10
17741;;17740;18000;1;360000;360000;360000;3600000;3600;5;10;10
17813;;17812;6000;1;120000;120000;120000;1200000;1200;5;10;30
17833;;17832;2250;1;120000;120000;120000;1200000;450;5;10;1000
17835;;17834;2250;1;120000;120000;120000;1200000;450;5;10;1000
17837;;17836;2250;1;120000;120000;120000;1200000;450;5;10;1000
17839;;17838;2250;1;120000;120000;120000;1200000;450;5;10;1000
17842;;17841;6000;1;120000;120000;120000;1200000;1200;5;10;30
17844;;17843;12000;1;240000;240000;240000;2400000;2400;5;10;15
17858;;17857;300;1;6000;6000;6000;4500;60;5;10;1000
17860;;17859;300;1;6000;6000;6000;4500;60;5;10;1000
17862;;17861;300;1;6000;6000;6000;4500;60;5;10;1000
17864;;17863;300;1;6000;6000;6000;4500;60;5;10;1000
17874;;17873;600;1;12000;12000;12000;120000;120;5;10;1000
17885;;17884;600;1;12000;12000;12000;120000;120;5;10;1000
17902;;17901;600;2;12000;12000;12000;9000;120;5;10;1000
17913;;17912;16000;2;48000;32000;1600000;240000;3200;5;10;100
17919;;17918;18000;1;360000;360000;360000;3600000;3600;5;10;10
17921;;17920;18000;1;360000;360000;360000;3600000;3600;5;10;10
17923;;17922;12000;1;240000;240000;240000;2400000;2400;5;10;15
17925;;17924;6000;1;120000;120000;120000;1200000;1200;5;10;30
17927;;17926;6000;1;120000;120000;120000;1200000;1200;5;10;30
17929;;17928;6000;1;120000;120000;120000;1200000;1200;5;10;30
17931;;17930;6000;1;120000;120000;120000;1200000;1200;5;10;30
17933;;17932;6000;1;120000;120000;120000;1200000;1200;5;10;30
17939;;17938;600;1;12000;12000;12000;9000;120;5;10;300
18037;;18036;400;1;2400;2400;280000;24000;80;5;10;100
18039;;18038;370;1;2400;2400;280000;24000;74;5;10;100
18041;;18040;360;1;2400;2400;260000;24000;72;5;10;100
18043;;18042;320;1;2400;2400;240000;24000;64;5;10;100
18045;;18044;300;1;2400;2400;220000;24000;60;5;10;100
