STATIONID;SECURITY;DOCKINGCOSTPERVOLUME;MAXSHIPVOLUMEDOCKABLE;OFFICERENTALCOST;OPERATIONID;STATIONTYPEID;CORPORATIONID;SOLARSYSTEMID;CONSTELLATIONID;REGIONID;STATIONNAME;X;Y;Z;REPROCESSINGEFFICIENCY;REPROCESSINGSTATIONSTAKE;REPROCESSINGHANGARFLAG
60000868;0;0;50000000;10000;1;1531;1000009;30000184;20000026;10000002;Uminas V - Moon 3 - Caldari Provisions Plantation;-4,9388E+11;63450439680;-1,95498E+11;0,5;0,05;4
60000871;0;0;50000000;10000;1;1531;1000009;30000184;20000026;10000002;Uminas VI - Moon 7 - Caldari Provisions Plantation;-1,16479E+12;1,49646E+11;4,82904E+11;0,5;0,05;4
60000874;0;0;50000000;10000;2;4024;1000009;30000181;20000026;10000002;Korsiki IV - Moon 16 - Caldari Provisions Food Packaging;-1,46844E+12;2,3027E+11;1,2899E+12;0,5;0,05;4
60000877;0;0;50000000;10000;1;1531;1000009;30000183;20000026;10000002;Nuken VI - Moon 12 - Caldari Provisions Plantation;2,54009E+11;22163251200;-45559357440;0,5;0,05;4
60000880;0;0;50000000;10000;3;1531;1000009;30002781;20000408;10000033;Halaima VII - Moon 6 - Caldari Provisions Warehouse;-5,18824E+11;-64403742720;-21887016960;0,5;0,05;4
60000883;0;0;50000000;10000;1;1531;1000009;30002783;20000408;10000033;Sankkasen VII - Moon 4 - Caldari Provisions Plantation;2,72946E+11;-53473566720;5,30597E+11;0,5;0,05;4
60000886;0;0;50000000;10000;2;4024;1000009;30002787;20000408;10000033;Waira VIII - Moon 15 - Caldari Provisions Food Packaging;1,08994E+12;-1,66266E+11;-3,8466E+11;0,5;0,05;4
60000889;0;0;50000000;10000;2;4024;1000009;30002787;20000408;10000033;Waira V - Moon 1 - Caldari Provisions Food Packaging;2,3556E+11;-35933184000;-85711380480;0,5;0,05;4
60000892;0;0;50000000;10000;3;1531;1000009;30001363;20000199;10000016;Sobaseki X - Moon 15 - Caldari Provisions Warehouse;6,17565E+11;81900625920;1,31174E+12;0,5;0,05;4
60000895;0;0;50000000;10000;2;4024;1000009;30001363;20000199;10000016;Sobaseki IX - Moon 9 - Caldari Provisions Food Packaging;5,6934E+11;75505213440;3,82635E+11;0,5;0,05;4
60000898;0;0;50000000;10000;3;1531;1000009;30001367;20000199;10000016;Hageken X - Moon 20 - Caldari Provisions Warehouse;-1,31719E+12;-68796211200;-2,26867E+12;0,5;0,05;4
60000901;0;0;50000000;10000;3;1531;1000009;30001364;20000199;10000016;Funtanainen II - Caldari Provisions Warehouse;1,4174E+11;3391365120;78408622080;0,5;0,05;4
60000904;0;0;50000000;10000;1;1531;1000009;30000177;20000025;10000002;Ukkalen VII - Moon 1 - Caldari Provisions Plantation;4,7465E+11;54559825920;-36331560960;0,5;0,05;4
60000907;0;0;50000000;10000;1;1531;1000009;30000175;20000025;10000002;Soshin VII - Moon 4 - Caldari Provisions Plantation;-9,87099E+11;-54423183360;1,65818E+11;0,5;0,05;4
60000910;0;0;50000000;10000;1;1531;1000009;30000177;20000025;10000002;Ukkalen IV - Moon 1 - Caldari Provisions Plantation;-2,35976E+11;-27124899840;20267212800;0,5;0,05;4
60000913;0;0;50000000;10000;1;1531;1000009;30000174;20000025;10000002;Onuse VII - Moon 21 - Caldari Provisions Plantation;1,67808E+12;55089192960;1,07845E+11;0,5;0,05;4
60000916;0;0;50000000;10000;1;1531;1000009;30000162;20000023;10000002;Maila VI - Moon 2 - Caldari Provisions Plantation;-1,03867E+11;-8321802240;1,81334E+12;0,5;0,05;4
60000919;0;0;50000000;10000;2;4024;1000009;30000159;20000023;10000002;Ikami VI - Moon 13 - Caldari Provisions Food Packaging;1,39969E+11;-16560660480;-3,83539E+11;0,5;0,05;4
60000922;0;0;50000000;10000;1;1531;1000009;30000163;20000023;10000002;Akora IX - Moon 12 - Caldari Provisions Plantation;-1,08322E+12;-13073080320;1,17424E+12;0,5;0,05;4
60000925;0;0;50000000;10000;3;1531;1000009;30000162;20000023;10000002;Maila IV - Caldari Provisions Warehouse;-5,67558E+11;-45481205760;4,41551E+11;0,5;0,05;4
60000928;0;0;50000000;10000;2;4024;1000009;30002792;20000409;10000033;Irjunen VI - Caldari Provisions Food Packaging;-38771712000;-2704957440;5,791E+11;0,5;0,05;4
60000931;0;0;50000000;10000;1;1531;1000009;30002789;20000409;10000033;Kaaputenen III - Moon 7 - Caldari Provisions Plantation;-3,90938E+11;1713807360;-3,8145E+11;0,5;0,05;4
60000934;0;0;50000000;10000;1;1531;1000009;30002793;20000409;10000033;Inari IX - Moon 7 - Caldari Provisions Plantation;1,55466E+12;21270159360;1,43496E+12;0,5;0,05;4
60000937;0;0;50000000;10000;1;1531;1000009;30002789;20000409;10000033;Kaaputenen V - Moon 16 - Caldari Provisions Plantation;-3,1139E+12;13647667200;-1,45376E+12;0,5;0,05;4
60000940;0;0;50000000;10000;2;4024;1000009;30001424;20000209;10000016;Haajinen XII - Moon 9 - Caldari Provisions Food Packaging;1,74806E+12;1,25164E+11;-1,35249E+12;0,5;0,05;4
60000943;0;0;50000000;10000;2;4024;1000009;30001424;20000209;10000016;Haajinen XII - Moon 19 - Caldari Provisions Food Packaging;1,74502E+12;1,24946E+11;-1,36806E+12;0,5;0,05;4
60000946;0;0;50000000;10000;2;4024;1000009;30001429;20000209;10000016;Torrinos V - Moon 10 - Caldari Provisions Food Packaging;2,40956E+11;9554780160;7,44837E+11;0,5;0,05;4
60000949;0;0;50000000;10000;3;1531;1000009;30001426;20000209;10000016;Isinokka VI - Moon 7 - Caldari Provisions Warehouse;-4,86835E+11;-77874339840;1,7398E+12;0,5;0,05;4
60000952;0;0;50000000;10000;1;1531;1000009;30001372;20000200;10000016;Kino VII - Moon 17 - Caldari Provisions Plantation;6,28408E+11;12978462720;1,51607E+12;0,5;0,05;4
60000955;0;0;50000000;10000;3;1531;1000009;30001369;20000200;10000016;Sotrentaira VI - Moon 3 - Caldari Provisions Warehouse;3,07497E+11;57245245440;-5,45495E+11;0,5;0,05;4
60000958;0;0;50000000;10000;1;1531;1000009;30001369;20000200;10000016;Sotrentaira VI - Moon 5 - Caldari Provisions Plantation;3,0751E+11;57248440320;-5,4461E+11;0,5;0,05;4
60000961;0;0;50000000;10000;1;1531;1000009;30001372;20000200;10000016;Kino VII - Moon 10 - Caldari Provisions Plantation;6,32846E+11;13069148160;1,51615E+12;0,5;0,05;4
60000964;0;0;50000000;10000;1;1531;1000009;30000205;20000029;10000002;Obe VI - Caldari Provisions Plantation;-1,70321E+12;3,42959E+11;2,24055E+11;0,5;0,05;4
60000967;0;0;50000000;10000;1;1531;1000009;30000207;20000029;10000002;Osaa IV - Moon 11 - Caldari Provisions Plantation;3,05237E+11;-32931717120;2,03613E+11;0,5;0,05;4
60000970;0;0;50000000;10000;1;1531;1000009;30000206;20000029;10000002;Wirashoda VIII - Moon 5 - Caldari Provisions Plantation;3,08349E+12;1,40486E+11;-4,02549E+11;0,5;0,05;4
60000973;0;0;50000000;10000;2;4024;1000009;30000201;20000029;10000002;Uchoshi XI - Moon 4 - Caldari Provisions Food Packaging;-2,51675E+12;-5,09447E+11;1,00457E+12;0,5;0,05;4
60000976;0;0;50000000;10000;38;4024;1000010;30001401;20000205;10000016;Nonni III - Moon 1 - Kaalakiota Corporation Factory;1,48372E+11;-23221739520;1,75665E+11;0,5;0,05;4
60000979;0;0;50000000;10000;39;1531;1000010;30001403;20000205;10000016;Piak IV - Moon 14 - Kaalakiota Corporation Warehouse;5,25042E+12;9,07708E+11;-9,57099E+11;0,5;0,05;4
60000982;0;0;50000000;10000;38;4024;1000010;30001401;20000205;10000016;Nonni I - Kaalakiota Corporation Factory;4941619200;-774266880;-1,01441E+11;0,5;0,05;4
60000985;0;0;50000000;10000;38;4024;1000010;30001401;20000205;10000016;Nonni VI - Kaalakiota Corporation Factory;-8,45247E+11;1,32292E+11;2,1342E+11;0,5;0,05;4
60000988;0;0;50000000;10000;20;1529;1000010;30001401;20000205;10000016;Nonni IV - Kaalakiota Corporation Factory;1,84692E+11;-28903956480;-2,0601E+11;0,3;0,05;4
60000991;0;0;50000000;10000;20;1529;1000010;30001401;20000205;10000016;Nonni VI - Moon 1 - Kaalakiota Corporation Factory;-8,45705E+11;1,32363E+11;2,13864E+11;0,3;0,05;4
60000994;0;0;50000000;10000;39;1531;1000010;30004157;20000608;10000052;Ithar XI - Kaalakiota Corporation Warehouse;5,53785E+12;8,56023E+11;2,53776E+12;0,5;0,05;4
60000997;0;0;50000000;10000;38;4024;1000010;30004156;20000608;10000052;Asrios VII - Moon 1 - Kaalakiota Corporation Factory;-2,95741E+11;42360299520;1,10365E+12;0,5;0,05;4
60001000;0;0;50000000;10000;38;4024;1000010;30004157;20000608;10000052;Ithar VI - Moon 10 - Kaalakiota Corporation Factory;-3,50677E+11;-54207160320;-5,23205E+11;0,5;0,05;4
60001003;0;0;50000000;10000;39;1531;1000010;30004157;20000608;10000052;Ithar VIII - Moon 16 - Kaalakiota Corporation Warehouse;1,31841E+12;2,03795E+11;-2,0204E+12;0,5;0,05;4
60001006;0;0;50000000;10000;20;1529;1000010;30004155;20000608;10000052;Shemah VII - Moon 10 - Kaalakiota Corporation Factory;-8,11032E+11;40917934080;3,6168E+11;0,3;0,05;4
60001009;0;0;50000000;10000;20;1529;1000010;30004156;20000608;10000052;Asrios III - Kaalakiota Corporation Factory;1,6564E+11;-23725793280;2354503680;0,3;0,05;4
60001012;0;0;50000000;10000;38;4024;1000010;30002203;20000323;10000043;Ziona VII - Moon 1 - Kaalakiota Corporation Factory;-1,19098E+12;-77004103680;-5,4741E+11;0,5;0,05;4
60001015;0;0;50000000;10000;39;1531;1000010;30002203;20000323;10000043;Ziona VII - Moon 3 - Kaalakiota Corporation Warehouse;-1,19067E+12;-76984934400;-5,47544E+11;0,5;0,05;4
60001018;0;0;50000000;10000;39;1531;1000010;30002203;20000323;10000043;Ziona V - Moon 1 - Kaalakiota Corporation Warehouse;-1,71531E+11;-11090288640;-41936117760;0,5;0,05;4
60001021;0;0;50000000;10000;38;4024;1000010;30002203;20000323;10000043;Ziona VI - Moon 6 - Kaalakiota Corporation Factory;2,46015E+11;15906447360;2,70069E+11;0,5;0,05;4
60001024;0;0;50000000;10000;19;54;1000010;30002200;20000323;10000043;Sukirah IX - Moon 7 - Kaalakiota Corporation Research Center;-1,52033E+12;1,90934E+11;-2,67617E+12;0,25;0,05;4
60001027;0;0;50000000;10000;21;1531;1000010;30002203;20000323;10000043;Ziona III - Moon 1 - Kaalakiota Corporation Warehouse;71535206400;4625571840;42600161280;0,5;0,05;4
60001030;0;0;50000000;10000;38;4024;1000010;30003470;20000506;10000042;Odebeinn V - Moon 5 - Kaalakiota Corporation Factory;4,89372E+11;-7754342400;9,15661E+11;0,5;0,05;4
60001033;0;0;50000000;10000;39;1531;1000010;30003467;20000506;10000042;Frulegur IX - Moon 4 - Kaalakiota Corporation Warehouse;-1,11493E+12;-66526863360;-1,9732E+11;0,5;0,05;4
60001036;0;0;50000000;10000;38;4024;1000010;30003467;20000506;10000042;Frulegur X - Moon 3 - Kaalakiota Corporation Factory;81000652800;4832993280;-1,67973E+12;0,5;0,05;4
60001039;0;0;50000000;10000;38;4024;1000010;30003471;20000506;10000042;Konora VI - Kaalakiota Corporation Factory;-1,7866E+11;-9857310720;2,86167E+11;0,5;0,05;4
60001042;0;0;50000000;10000;21;1531;1000010;30003467;20000506;10000042;Frulegur VIII - Moon 4 - Kaalakiota Corporation Warehouse;5,29484E+11;31594045440;-4,49506E+11;0,5;0,05;4
60001045;0;0;50000000;10000;20;1529;1000010;30003469;20000506;10000042;Hodrold VIII - Moon 2 - Kaalakiota Corporation Factory;5,47998E+11;-94767882240;-1,92115E+12;0,3;0,05;4
60001048;0;0;50000000;10000;39;1531;1000010;30005294;20000774;10000067;Bania VI - Moon 11 - Kaalakiota Corporation Warehouse;3,71893E+11;-1034280960;1,95375E+12;0,5;0,05;4
60001051;0;0;50000000;10000;38;4024;1000010;30005292;20000774;10000067;Agal I - Kaalakiota Corporation Factory;-56902164480;4638105600;4238499840;0,5;0,05;4
60001054;0;0;50000000;10000;38;4024;1000010;30005291;20000774;10000067;Ebasez VIII - Moon 4 - Kaalakiota Corporation Factory;34319032320;5046312960;-2,26748E+12;0,5;0,05;4
60001057;0;0;50000000;10000;38;4024;1000010;30005289;20000774;10000067;Nasreri III - Moon 1 - Kaalakiota Corporation Factory;-28771491840;-577413120;-1,28972E+11;0,5;0,05;4
60001060;0;0;50000000;10000;20;1529;1000010;30005290;20000774;10000067;Heorah VII - Moon 2 - Kaalakiota Corporation Factory;3,98242E+12;6,48535E+11;1,04054E+12;0,3;0,05;4
60001063;0;0;50000000;10000;20;1529;1000010;30005290;20000774;10000067;Heorah VII - Kaalakiota Corporation Factory;3,97136E+12;6,46729E+11;1,04353E+12;0,3;0,05;4
60001066;0;0;50000000;10000;38;4024;1000010;30001646;20000243;10000020;Goram V - Moon 3 - Kaalakiota Corporation Factory;-1,76481E+11;-26519838720;-3,39435E+11;0,5;0,05;4
60001069;0;0;50000000;10000;38;4024;1000010;30001645;20000243;10000020;Tendhyes VIII - Kaalakiota Corporation Factory;-5,09238E+11;92290375680;2,30249E+11;0,5;0,05;4
60001072;0;0;50000000;10000;38;4024;1000010;30001649;20000243;10000020;Ahrosseas VI - Moon 10 - Kaalakiota Corporation Factory;1,04547E+11;-1397760000;7,59653E+11;0,5;0,05;4
60001075;0;0;50000000;10000;38;4024;1000010;30001646;20000243;10000020;Goram VIII - Moon 4 - Kaalakiota Corporation Factory;1,70301E+12;2,55913E+11;-3,52883E+11;0,5;0,05;4
60001078;0;0;50000000;10000;20;1529;1000010;30001644;20000243;10000020;Tividu IV - Moon 3 - Kaalakiota Corporation Factory;-4,68714E+11;2647941120;-2,4984E+11;0,3;0,05;4
60001081;0;0;50000000;10000;20;1529;1000010;30001644;20000243;10000020;Tividu III - Kaalakiota Corporation Factory;-79061852160;446177280;2,34008E+11;0,3;0,05;4
60001084;0;0;50000000;10000;38;4024;1000010;30001669;20000247;10000020;Pimebeka X - Kaalakiota Corporation Factory;1,0187E+12;-1,91998E+11;4,73894E+12;0,5;0,05;4
60001087;0;0;50000000;10000;38;4024;1000010;30001670;20000247;10000020;Baviasi X - Moon 2 - Kaalakiota Corporation Factory;-2,19075E+12;4,3402E+11;5,88092E+11;0,5;0,05;4
60001090;0;0;50000000;10000;38;4024;1000010;30001670;20000247;10000020;Baviasi VI - Moon 3 - Kaalakiota Corporation Factory;6,89096E+11;-1,36519E+11;-14953635840;0,5;0,05;4
60001093;0;0;50000000;10000;38;4024;1000010;30001674;20000247;10000020;Hilaban III - Moon 3 - Kaalakiota Corporation Factory;-1,95925E+11;36502364160;1,2914E+12;0,5;0,05;4
60001096;0;0;50000000;10000;20;1529;1000010;30001671;20000247;10000020;Tash-Murkon Prime II - Moon 1 - Kaalakiota Corporation Factory;19318579200;1905500160;-1,08134E+11;0,3;0,05;4
60001099;0;0;50000000;10000;20;1529;1000010;30001670;20000247;10000020;Baviasi II - Kaalakiota Corporation Factory;-88520663040;17537064960;-73005588480;0,3;0,05;4
60001102;0;0;50000000;10000;38;4024;1000010;30002532;20000371;10000030;Tongofur VII - Kaalakiota Corporation Factory;33981112320;-6032056320;4,04038E+11;0,5;0,05;4
60001105;0;0;50000000;10000;39;1531;1000010;30002532;20000371;10000030;Tongofur VIII - Kaalakiota Corporation Warehouse;-4,08161E+11;72421908480;-2,50716E+11;0,5;0,05;4
60001108;0;0;50000000;10000;38;4024;1000010;30002531;20000371;10000030;Gerek IV - Moon 8 - Kaalakiota Corporation Factory;-5,6147E+11;-49792081920;2,87378E+11;0,5;0,05;4
60001111;0;0;50000000;10000;38;4024;1000010;30002535;20000371;10000030;Ebasgerdur V - Moon 11 - Kaalakiota Corporation Factory;1,0603E+12;-37294202880;4660961280;0,5;0,05;4
60001114;0;0;50000000;10000;19;54;1000010;30002536;20000371;10000030;Ebodold X - Moon 17 - Kaalakiota Corporation Research Center;-2,85382E+12;-3,9194E+11;-8,27496E+11;0,25;0,05;4
60001117;0;0;50000000;10000;20;1529;1000010;30002534;20000371;10000030;Rokofur IX - Kaalakiota Corporation Factory;-1,27343E+12;-2,31932E+11;2,46058E+12;0,3;0,05;4
60001120;0;0;50000000;10000;38;4024;1000010;30004283;20000626;10000054;Shafrak VIII - Moon 13 - Kaalakiota Corporation Factory;-5,79962E+11;-1,17225E+11;-1,49564E+12;0,5;0,05;4
60001123;0;0;50000000;10000;38;4024;1000010;30004280;20000626;10000054;Nalnifan II - Moon 8 - Kaalakiota Corporation Factory;66609930240;-6158868480;-2,5442E+11;0,5;0,05;4
60001126;0;0;50000000;10000;38;4024;1000010;30004282;20000626;10000054;Getrenjesa IX - Moon 1 - Kaalakiota Corporation Factory;371957760;34775040;-2,27202E+12;0,5;0,05;4
60001129;0;0;50000000;10000;38;4024;1000010;30004280;20000626;10000054;Nalnifan VI - Moon 20 - Kaalakiota Corporation Factory;3,23204E+12;-2,98838E+11;-7,24534E+11;0,5;0,05;4
60001132;0;0;50000000;10000;20;1529;1000010;30004281;20000626;10000054;Jerhesh VI - Moon 11 - Kaalakiota Corporation Factory;2,45104E+11;-16352993280;-6,65593E+11;0,3;0,05;4
60001135;0;0;50000000;10000;20;1529;1000010;30004284;20000626;10000054;Defsunun IX - Moon 18 - Kaalakiota Corporation Factory;-2,50352E+11;43342110720;-1,29773E+12;0,3;0,05;4
60001138;0;0;50000000;10000;39;1531;1000010;30002067;20000304;10000042;Brin VI - Moon 14 - Kaalakiota Corporation Warehouse;5,26132E+11;68034355200;3,55423E+11;0,5;0,05;4
60001141;0;0;50000000;10000;38;4024;1000010;30002060;20000304;10000042;Evati X - Moon 2 - Kaalakiota Corporation Factory;-5,38234E+12;-9,18356E+11;2,52882E+12;0,5;0,05;4
60001144;0;0;50000000;10000;38;4024;1000010;30002065;20000304;10000042;Lasleinur IV - Moon 11 - Kaalakiota Corporation Factory;9708625920;733716480;5,59562E+11;0,5;0,05;4
60001147;0;0;50000000;10000;39;1531;1000010;30002060;20000304;10000042;Evati VII - Moon 1 - Kaalakiota Corporation Warehouse;4,04172E+11;68961361920;-5,90283E+11;0,5;0,05;4
60001150;0;0;50000000;10000;21;1531;1000010;30002060;20000304;10000042;Evati IX - Moon 4 - Kaalakiota Corporation Warehouse;-1,46282E+12;-2,49593E+11;1,35399E+12;0,5;0,05;4
60001153;0;0;50000000;10000;20;1529;1000010;30002065;20000304;10000042;Lasleinur VI - Moon 15 - Kaalakiota Corporation Factory;-4,1188E+12;-3,12209E+11;1,31503E+12;0,3;0,05;4
60001156;0;0;50000000;10000;39;1531;1000010;30004092;20000598;10000052;Murini II - Moon 6 - Kaalakiota Corporation Warehouse;6,55783E+11;79581880320;3,92804E+11;0,5;0,05;4
60001159;0;0;50000000;10000;38;4024;1000010;30004096;20000598;10000052;Khafis X - Moon 2 - Kaalakiota Corporation Factory;5,04269E+12;-1,12923E+11;1,51116E+12;0,5;0,05;4
60001162;0;0;50000000;10000;38;4024;1000010;30004093;20000598;10000052;Askonak IV - Moon 15 - Kaalakiota Corporation Factory;-5,45672E+11;-27121950720;-1,36865E+12;0,5;0,05;4
60001165;0;0;50000000;10000;39;1531;1000010;30004097;20000598;10000052;Dantan VI - Moon 3 - Kaalakiota Corporation Warehouse;1,44544E+11;14813061120;2,69976E+11;0,5;0,05;4
60001168;0;0;50000000;10000;20;1529;1000010;30004095;20000598;10000052;Kador Prime IX - Moon 2 - Kaalakiota Corporation Factory;8,51556E+11;-1,09295E+11;-1,70109E+12;0,3;0,05;4
60001171;0;0;50000000;10000;21;1531;1000010;30004096;20000598;10000052;Khafis IX - Moon 7 - Kaalakiota Corporation Warehouse;2,44329E+12;-54715146240;-1,21827E+12;0,5;0,05;4
60001174;0;0;50000000;10000;38;4024;1000010;30002973;20000435;10000036;Lisudeh VI - Moon 2 - Kaalakiota Corporation Factory;-1,39818E+12;2,81812E+11;2,16078E+12;0,5;0,05;4
60001177;0;0;50000000;10000;39;1531;1000010;30002973;20000435;10000036;Lisudeh V - Moon 16 - Kaalakiota Corporation Warehouse;6,14713E+11;-1,23901E+11;9,47815E+11;0,5;0,05;4
60001180;0;0;50000000;10000;38;4024;1000010;30002970;20000435;10000036;Ohide VIII - Moon 6 - Kaalakiota Corporation Factory;1,41351E+12;1,67311E+11;6,97602E+11;0,5;0,05;4
60001183;0;0;50000000;10000;38;4024;1000010;30002973;20000435;10000036;Lisudeh V - Moon 10 - Kaalakiota Corporation Factory;5,89902E+11;-1,18899E+11;9,40154E+11;0,5;0,05;4
60001186;0;0;50000000;10000;21;1531;1000010;30002970;20000435;10000036;Ohide VI - Moon 2 - Kaalakiota Corporation Warehouse;6,16251E+11;72942428160;2,75789E+11;0,5;0,05;4
60001189;0;0;50000000;10000;19;54;1000010;30002969;20000435;10000036;Eredan I - Kaalakiota Corporation Research Center;-37914009600;-4626800640;-1,0998E+11;0,25;0,05;4
60001192;0;0;50000000;10000;39;1531;1000010;30002790;20000409;10000033;Waskisen IX - Moon 11 - Kaalakiota Corporation Warehouse;-3,96975E+11;17295237120;2,66118E+12;0,5;0,05;4
60001195;0;0;50000000;10000;39;1531;1000010;30002791;20000409;10000033;Sirppala I - Moon 1 - Kaalakiota Corporation Warehouse;-25590128640;-39936000;-59722752000;0,5;0,05;4
60001198;0;0;50000000;10000;39;1531;1000010;30002792;20000409;10000033;Irjunen IV - Kaalakiota Corporation Warehouse;-2,35654E+11;-16450560000;35197378560;0,5;0,05;4
60001201;0;0;50000000;10000;39;1531;1000010;30002791;20000409;10000033;Sirppala IV - Moon 16 - Kaalakiota Corporation Warehouse;-1,51744E+12;-2372444160;-1,03752E+12;0,5;0,05;4
60001204;0;0;50000000;10000;20;1529;1000010;30002791;20000409;10000033;Sirppala II - Moon 3 - Kaalakiota Corporation Factory;3,17269E+11;495360000;63472834560;0,3;0,05;4
60001207;0;0;50000000;10000;20;1529;1000010;30002790;20000409;10000033;Waskisen I - Moon 2 - Kaalakiota Corporation Factory;54195609600;-2361630720;20755046400;0,3;0,05;4
60001210;0;0;50000000;10000;38;4024;1000010;30002673;20000391;10000032;Estene VI - Moon 17 - Kaalakiota Corporation Factory;2,94016E+11;-43115274240;1,33522E+12;0,5;0,05;4
60001213;0;0;50000000;10000;39;1531;1000010;30002671;20000391;10000032;Nausschie IX - Kaalakiota Corporation Warehouse;-3,54609E+11;21882347520;-3,62756E+11;0,5;0,05;4
60001216;0;0;50000000;10000;38;4024;1000010;30002670;20000391;10000032;Dunraelare VIII - Moon 14 - Kaalakiota Corporation Factory;-1,22028E+11;-12419112960;1,94448E+12;0,5;0,05;4
60001219;0;0;50000000;10000;38;4024;1000010;30002672;20000391;10000032;Inghenges IV - Moon 5 - Kaalakiota Corporation Factory;6,4781E+11;-1,14856E+11;3,64931E+11;0,5;0,05;4
60001222;0;0;50000000;10000;20;1529;1000010;30002670;20000391;10000032;Dunraelare VIII - Moon 15 - Kaalakiota Corporation Factory;-1,25223E+11;-12750151680;1,93444E+12;0,3;0,05;4
60001225;0;0;50000000;10000;20;1529;1000010;30002671;20000391;10000032;Nausschie VI - Kaalakiota Corporation Factory;-3,01399E+11;18608824320;18690170880;0,3;0,05;4
60001228;0;0;50000000;10000;38;4024;1000010;30004104;20000600;10000052;Ansasos VII - Moon 4 - Kaalakiota Corporation Factory;-6,19761E+11;-14391336960;-1,48919E+11;0,5;0,05;4
60001231;0;0;50000000;10000;38;4024;1000010;30004106;20000600;10000052;Bordan VIII - Moon 3 - Kaalakiota Corporation Factory;-1,50907E+12;1,20014E+11;2,84795E+12;0,5;0,05;4
60001234;0;0;50000000;10000;38;4024;1000010;30004104;20000600;10000052;Ansasos IX - Moon 1 - Kaalakiota Corporation Factory;1,76939E+12;41084313600;1,16106E+12;0,5;0,05;4
60001237;0;0;50000000;10000;38;4024;1000010;30004106;20000600;10000052;Bordan V - Moon 2 - Kaalakiota Corporation Factory;3,06451E+11;-24371404800;2,86383E+11;0,5;0,05;4
60001240;0;0;50000000;10000;20;1529;1000010;30004104;20000600;10000052;Ansasos III - Kaalakiota Corporation Factory;7100129280;168960000;1,58607E+11;0,3;0,05;4
60001243;0;0;50000000;10000;20;1529;1000010;30004106;20000600;10000052;Bordan IV - Moon 1 - Kaalakiota Corporation Factory;75489239040;-6003548160;-2,26536E+11;0,3;0,05;4
60001246;0;0;50000000;10000;38;4024;1000011;30001356;20000198;10000016;Dantumi IV - Moon 14 - Wiyrkomi Corporation Factory;-3,91372E+11;-46355619840;-68502773760;0,5;0,05;4
60001249;0;0;50000000;10000;38;4024;1000011;30001357;20000198;10000016;Antiainen III - Moon 1 - Wiyrkomi Corporation Factory;2,49917E+11;12783329280;2,55483E+11;0,5;0,05;4
60001252;0;0;50000000;10000;38;4024;1000011;30001356;20000198;10000016;Dantumi VI - Moon 3 - Wiyrkomi Corporation Factory;-1,10493E+12;-1,30871E+11;4,20261E+12;0,5;0,05;4
60001255;0;0;50000000;10000;38;4024;1000011;30001356;20000198;10000016;Dantumi IV - Moon 12 - Wiyrkomi Corporation Factory;-3,90188E+11;-46214799360;-68815626240;0,5;0,05;4
60001258;0;0;50000000;10000;38;4024;1000011;30002680;20000392;10000032;Augnais X - Moon 1 - Wiyrkomi Corporation Factory;3,99371E+12;2,09746E+11;-1,53159E+12;0,5;0,05;4
60001261;0;0;50000000;10000;38;4024;1000011;30002677;20000392;10000032;Fluekele IV - Moon 10 - Wiyrkomi Corporation Factory;-5,05537E+11;-15555993600;-2,22821E+11;0,5;0,05;4
60001264;0;0;50000000;10000;38;4024;1000011;30002676;20000392;10000032;Parchanier VI - Moon 16 - Wiyrkomi Corporation Factory;5,03159E+11;-12364308480;1,04234E+12;0,5;0,05;4
60001267;0;0;50000000;10000;38;4024;1000011;30002679;20000392;10000032;Jolia VII - Moon 12 - Wiyrkomi Corporation Factory;-1,35165E+11;-5006991360;1,69151E+12;0,5;0,05;4
60001270;0;0;50000000;10000;38;4024;1000011;30003428;20000500;10000042;Hilfhurmur X - Wiyrkomi Corporation Factory;-8,34215E+11;1,43606E+11;3,57178E+12;0,5;0,05;4
60001273;0;0;50000000;10000;38;4024;1000011;30003430;20000500;10000042;Oppold VI - Moon 11 - Wiyrkomi Corporation Factory;7,64733E+11;86634700800;-25694576640;0,5;0,05;4
60001276;0;0;50000000;10000;38;4024;1000011;30003430;20000500;10000042;Oppold V - Wiyrkomi Corporation Factory;2,95288E+11;33468456960;-1461411840;0,5;0,05;4
60001279;0;0;50000000;10000;38;4024;1000011;30003429;20000500;10000042;Geffur VIII - Moon 13 - Wiyrkomi Corporation Factory;-3,77149E+11;-34512445440;1,30219E+12;0,5;0,05;4
60001282;0;0;50000000;10000;38;4024;1000011;30003092;20000452;10000038;Komaa VII - Moon 1 - Wiyrkomi Corporation Factory;-1,54538E+12;1,75678E+11;-3,37399E+12;0,5;0,05;4
60001285;0;0;50000000;10000;39;1531;1000011;30003094;20000452;10000038;Imata VII - Wiyrkomi Corporation Warehouse;-7,65184E+11;1,06408E+11;-1,05403E+12;0,5;0,05;4
60001288;0;0;50000000;10000;38;4024;1000011;30003092;20000452;10000038;Komaa III - Moon 1 - Wiyrkomi Corporation Factory;82051522560;-9327697920;-28988497920;0,5;0,05;4
60001291;0;0;50000000;10000;38;4024;1000011;30003092;20000452;10000038;Komaa VII - Moon 6 - Wiyrkomi Corporation Factory;-1,54498E+12;1,75633E+11;-3,37362E+12;0,5;0,05;4
