REGIONID;CONSTELLATIONID;CONSTELLATIONNAME;X;Y;Z;XMIN;XMAX;YMIN;YMAX;ZMIN;ZMAX;FACTIONID;RADIUS
10000011;20000140;T-W4L3;2,19541E+16;5,18042E+16;-9,04953E+16;1,49456E+16;2,89625E+16;3,36679E+16;6,99405E+16;8,32029E+16;9,77877E+16;500015;1,81363E+16
10000011;20000141;V-4QJC;1,73428E+16;-4,41702E+15;-4,36085E+16;4,80334E+15;2,98823E+16;-1,5439E+16;6,60494E+15;2,43352E+16;6,28819E+16;500015;1,92734E+16
10000011;20000142;DYK-G8;5,10358E+16;1,55561E+16;-5,97782E+16;3,8365E+16;6,37066E+16;1,0609E+16;2,05032E+16;5,34345E+16;6,6122E+16;500015;1,26708E+16
10000011;20000143;L-TEVM;7,96418E+16;3,65022E+16;-6,77975E+16;7,30429E+16;8,62407E+16;2,56395E+16;4,7365E+16;5,94837E+16;7,61112E+16;500015;1,08627E+16
10000011;20000144;HRJG-D;6,66069E+16;6,25303E+16;-4,08453E+16;5,48838E+16;7,83301E+16;5,42751E+16;7,07855E+16;3,46348E+16;4,70558E+16;500015;1,17231E+16
10000011;20000145;W-3Y6D;1,86903E+16;1,67413E+16;-1,07087E+17;1,23908E+16;2,49899E+16;1,12437E+16;2,22389E+16;1,01681E+17;1,12493E+17;500015;6,29957E+15
10000011;20000146;I3-2J0;8,92401E+16;2,88193E+16;-3,77244E+16;7,89159E+16;9,95643E+16;1,97312E+16;3,79074E+16;2,48634E+16;5,05855E+16;500015;1,2861E+16
10000012;20000147;Tranquility;4,50224E+16;-3,02659E+16;-1,67124E+17;3,95354E+16;5,05095E+16;-4,60007E+16;-1,4531E+16;1,55012E+17;1,79236E+17;500011;1,57349E+16
10000012;20000148;Paradise;1,71365E+16;4,15776E+15;-1,62173E+17;9,1648E+15;2,51081E+16;-8,95211E+15;1,72676E+16;1,53477E+17;1,70869E+17;500011;1,31099E+16
10000012;20000149;Elysium;1,81182E+16;7,08032E+15;-1,41781E+17;1,23176E+16;2,39188E+16;-5,0405E+15;1,92011E+16;1,33853E+17;1,49708E+17;500011;1,21208E+16
10000012;20000150;Sound;5,62539E+15;2,77059E+16;-1,4586E+17;-5,40543E+15;1,66562E+16;1,6898E+16;3,85139E+16;1,39623E+17;1,52097E+17;500011;1,10308E+16
10000012;20000151;Rapture;2,97623E+16;-3,44846E+15;-1,5996E+17;2,08386E+16;3,8686E+16;-1,2168E+16;5,27112E+15;1,53884E+17;1,66037E+17;500011;8,92374E+15
10000012;20000152;Hale;-9,94209E+14;-6,39344E+15;-1,35105E+17;-9,23974E+15;7,25132E+15;-1,68388E+16;4,05193E+15;1,26835E+17;1,43376E+17;500011;1,04454E+16
10000012;20000153;Heaven;-1,71649E+16;1,74784E+16;-1,38675E+17;-2,35566E+16;-1,07732E+16;8,48181E+15;2,6475E+16;1,32516E+17;1,44833E+17;500011;8,99657E+15
10000013;20000154;4R-HUN;1,76632E+17;7,28799E+16;5,72839E+16;1,70163E+17;1,83101E+17;5,81104E+16;8,76493E+16;-6,16757E+16;-5,2892E+16;;1,47695E+16
10000013;20000155;XI0-X2;1,60801E+17;7,37947E+16;9,37186E+16;1,52726E+17;1,68875E+17;6,4236E+16;8,33533E+16;-9,83774E+16;-8,90599E+16;;9,55863E+15
10000013;20000156;1M4-FN;1,78228E+17;7,32119E+16;7,63141E+16;1,71285E+17;1,85171E+17;6,2736E+16;8,36878E+16;-8,52804E+16;-6,73478E+16;;1,04759E+16
10000013;20000157;UL8-RD;1,85382E+17;6,26749E+16;1,29749E+17;1,80824E+17;1,8994E+17;5,03362E+16;7,50137E+16;-1,35784E+17;-1,23715E+17;;1,23388E+16
10000013;20000158;3TS-12;1,71677E+17;6,12003E+16;1,17125E+17;1,62331E+17;1,81023E+17;5,38555E+16;6,85451E+16;-1,29774E+17;-1,04476E+17;;1,26487E+16
10000013;20000159;E6EO-H;1,46523E+17;6,43283E+16;1,1518E+17;1,36098E+17;1,56947E+17;4,52784E+16;8,33782E+16;-1,18811E+17;-1,11549E+17;;1,90499E+16
10000013;20000160;PFL-QY;1,84196E+17;7,67257E+16;4,63114E+16;1,77064E+17;1,91328E+17;6,97738E+16;8,36777E+16;-4,9819E+16;-4,28038E+16;;7,13162E+15
10000013;20000161;7UNX-J;1,58563E+17;6,88003E+16;6,31065E+16;1,521E+17;1,65026E+17;6,31751E+16;7,44255E+16;-6,95654E+16;-5,66475E+16;;6,4629E+15
10000013;20000162;D-YKXH;1,7741E+17;4,33039E+16;1,36571E+17;1,71583E+17;1,83238E+17;3,99709E+16;4,66368E+16;-1,40712E+17;-1,32431E+17;;5,82767E+15
10000013;20000163;G-HISF;1,91195E+17;4,32219E+16;5,13874E+16;1,86137E+17;1,96253E+17;2,88041E+16;5,76397E+16;-6,2902E+16;-3,98728E+16;;1,44178E+16
10000013;20000164;GDBW-2;1,59585E+17;5,03706E+16;1,09065E+17;1,54882E+17;1,64289E+17;3,54245E+16;6,53167E+16;-1,17944E+17;-1,00186E+17;;1,49461E+16
10000013;20000165;WS5L-X;1,69411E+17;8,46625E+16;1,07396E+17;1,65462E+17;1,73359E+17;7,52996E+16;9,40254E+16;-1,16779E+17;-9,8013E+16;;9,38305E+15
10000013;20000166;MW49-U;1,98122E+17;8,62789E+16;1,12884E+17;1,88362E+17;2,07882E+17;7,09097E+16;1,01648E+17;-1,1587E+17;-1,09898E+17;;1,53692E+16
10000013;20000167;PX0-P4;1,6708E+17;9,37519E+16;8,32232E+16;1,59674E+17;1,74486E+17;8,41466E+16;1,03357E+17;-8,90711E+16;-7,73752E+16;;9,6053E+15
10000013;20000168;2747-4;2,04893E+17;6,74813E+16;8,86734E+16;1,99874E+17;2,09913E+17;5,91219E+16;7,58406E+16;-9,65805E+16;-8,07663E+16;;8,35931E+15
10000014;20000169;UX3-N2;-8,14424E+16;8,63192E+15;-2,142E+17;-9,54137E+16;-6,7471E+16;-6,47458E+15;2,37384E+16;1,92161E+17;2,36239E+17;;2,20391E+16
10000014;20000170;N-OGI1;-5,0386E+16;6,88294E+13;-2,0601E+17;-6,01935E+16;-4,05784E+16;-1,61118E+16;1,62495E+16;1,98241E+17;2,13779E+17;;1,61807E+16
10000014;20000171;EM-L3K;-5,78397E+16;2,00122E+16;-1,77792E+17;-6,63304E+16;-4,9349E+16;1,29653E+16;2,70592E+16;1,70453E+17;1,85132E+17;;8,49069E+15
10000014;20000172;ZW-BY5;-7,3878E+16;1,23772E+16;-1,77559E+17;-8,30032E+16;-6,47527E+16;8,55558E+14;2,38988E+16;1,62283E+17;1,92834E+17;;1,52757E+16
10000014;20000173;JZV-O6;-7,64949E+16;3,98901E+16;-1,76959E+17;-8,40186E+16;-6,89712E+16;2,94389E+16;5,03412E+16;1,71767E+17;1,82151E+17;;1,04512E+16
10000014;20000174;XR9-LP;-5,29285E+16;2,32886E+16;-2,20828E+17;-6,04101E+16;-4,5447E+16;1,12941E+16;3,52831E+16;1,98586E+17;2,43069E+17;;2,22418E+16
10000014;20000175;9HXQ-G;-8,14509E+16;1,32072E+16;-2,4519E+17;-9,21747E+16;-7,07271E+16;3,10357E+15;2,33108E+16;2,40955E+17;2,49426E+17;;1,07238E+16
10000014;20000176;FDR-EQ;-8,86975E+16;2,14859E+16;-1,48901E+17;-9,56737E+16;-8,17212E+16;9,31912E+15;3,36528E+16;1,40876E+17;1,56926E+17;;1,21668E+16
10000014;20000177;T-1WDH;-6,67061E+16;-1,06432E+16;-2,62873E+17;-7,1049E+16;-6,23632E+16;-2,17483E+16;4,61995E+14;2,52914E+17;2,72832E+17;;1,11051E+16
10000014;20000178;A-JI5E;-1,04539E+17;1,87268E+16;-2,38962E+17;-1,15921E+17;-9,31578E+16;1,26764E+16;2,47772E+16;2,25907E+17;2,52017E+17;;1,30551E+16
10000014;20000179;T-HHHT;-1,05238E+17;4,80988E+16;-1,39121E+17;-1,12477E+17;-9,79989E+16;3,88406E+16;5,73569E+16;1,31354E+17;1,46889E+17;;9,25817E+15
10000014;20000180;NNLX-K;-1,12184E+17;5,43007E+16;-1,60168E+17;-1,20305E+17;-1,04063E+17;4,8296E+16;6,03055E+16;1,53567E+17;1,6677E+17;;8,12124E+15
10000014;20000181;6JCS-4;-1,36858E+17;1,81516E+16;-2,44034E+17;-1,47008E+17;-1,26707E+17;1,1616E+15;3,51415E+16;2,3736E+17;2,50709E+17;;1,699E+16
10000014;20000182;U-JTBT;-1,51121E+17;3,55786E+16;-2,605E+17;-1,61958E+17;-1,40284E+17;3,1483E+16;3,96743E+16;2,54706E+17;2,66295E+17;;1,08368E+16
10000014;20000183;BRP2-K;-1,76805E+17;3,79926E+16;-2,5681E+17;-1,88989E+17;-1,64621E+17;3,3614E+16;4,23712E+16;2,43884E+17;2,69736E+17;;1,29256E+16
10000015;20000184;1G-8KY;-1,70702E+17;1,11076E+17;2,54829E+17;-1,82569E+17;-1,58835E+17;1,05862E+17;1,1629E+17;-2,62572E+17;-2,47087E+17;500010;1,18672E+16
10000015;20000185;ST-0EZ;-1,49929E+17;1,15055E+17;2,76142E+17;-1,6042E+17;-1,39439E+17;1,11689E+17;1,18422E+17;-2,86514E+17;-2,6577E+17;500010;1,04904E+16
10000015;20000186;48R-PS;-1,60797E+17;1,16516E+17;3,06956E+17;-1,64664E+17;-1,5693E+17;1,10141E+17;1,22891E+17;-3,22701E+17;-2,91211E+17;500010;1,57449E+16
10000015;20000187;N32Z-Z;-1,23283E+17;1,30356E+17;2,72087E+17;-1,28954E+17;-1,17613E+17;1,22113E+17;1,38599E+17;-2,78915E+17;-2,65259E+17;500010;8,24285E+15
10000015;20000188;UTZ-7B;-1,52364E+17;1,05161E+17;2,95524E+17;-1,65923E+17;-1,38804E+17;9,19851E+16;1,18337E+17;-3,11947E+17;-2,79101E+17;500010;1,64229E+16
10000015;20000189;E-I1JW;-1,73615E+17;9,53767E+16;2,92069E+17;-1,88295E+17;-1,58935E+17;7,6586E+16;1,14167E+17;-2,98509E+17;-2,85628E+17;500010;1,87907E+16
10000015;20000190;W9MQ-1;-1,38789E+17;1,04447E+17;3,33295E+17;-1,47676E+17;-1,29903E+17;9,97656E+16;1,09129E+17;-3,5754E+17;-3,09051E+17;500010;2,42445E+16
10000015;20000191;XHYS-O;-1,58181E+17;1,02604E+17;3,59909E+17;-1,62624E+17;-1,53738E+17;8,8865E+16;1,16344E+17;-3,65205E+17;-3,54613E+17;500010;1,37393E+16
10000015;20000192;Y8-HHZ;-1,12552E+17;1,13496E+17;3,45503E+17;-1,4231E+17;-8,27938E+16;1,04156E+17;1,22835E+17;-3,53334E+17;-3,37671E+17;500010;2,97583E+16
10000015;20000193;Y8HB-U;-1,26207E+17;9,5366E+16;3,3175E+17;-1,38972E+17;-1,13442E+17;9,19725E+16;9,87595E+16;-3,35313E+17;-3,28187E+17;500010;1,27654E+16
10000015;20000194;XMNF-7;-1,74025E+17;1,11019E+17;3,48468E+17;-1,82304E+17;-1,65747E+17;1,00078E+17;1,21959E+17;-3,52706E+17;-3,44229E+17;500010;1,09401E+16
10000015;20000195;L-1T22;-1,33695E+17;1,26326E+17;3,61822E+17;-1,39882E+17;-1,27509E+17;1,17277E+17;1,35376E+17;-3,72096E+17;-3,51548E+17;500010;1,02742E+16
10000015;20000196;0HD-6C;-7,22729E+16;1,15871E+17;3,5572E+17;-7,76494E+16;-6,68964E+16;1,03683E+17;1,28059E+17;-3,67066E+17;-3,44375E+17;500010;1,21882E+16
10000015;20000197;0KTC-R;-8,24477E+16;9,24544E+16;3,60418E+17;-9,33817E+16;-7,15138E+16;8,62684E+16;9,86404E+16;-3,64915E+17;-3,55922E+17;500010;1,09339E+16
10000016;20000198;Okunda;-1,73498E+17;1,19114E+17;1,69857E+17;-1,90086E+17;-1,5691E+17;1,10406E+17;1,27823E+17;-1,7935E+17;-1,60365E+17;500001;1,65881E+16
10000016;20000199;Koichi;-1,48715E+17;8,88751E+16;1,38953E+17;-1,51263E+17;-1,46167E+17;8,46666E+16;9,30835E+16;-1,53306E+17;-1,24601E+17;500001;1,43522E+16
10000016;20000200;Haurala;-1,64682E+17;6,99908E+16;1,3315E+17;-1,71943E+17;-1,57422E+17;6,63209E+16;7,36607E+16;-1,41193E+17;-1,25108E+17;500001;8,04294E+15
10000016;20000201;Okela;-1,48881E+17;8,80981E+16;1,21658E+17;-1,59814E+17;-1,37948E+17;7,47884E+16;1,01408E+17;-1,29607E+17;-1,13709E+17;500001;1,33096E+16
10000016;20000202;Kaala;-1,51469E+17;7,59062E+16;1,55899E+17;-1,59899E+17;-1,43038E+17;6,94616E+16;8,23507E+16;-1,61376E+17;-1,50423E+17;500001;8,43056E+15
10000016;20000203;Makiriemi;-1,69458E+17;9,70101E+16;1,48179E+17;-1,77234E+17;-1,61682E+17;8,11873E+16;1,12833E+17;-1,58141E+17;-1,38217E+17;500001;1,58228E+16
10000016;20000204;Sela;-1,44876E+17;1,00973E+17;1,46819E+17;-1,50178E+17;-1,39575E+17;9,6987E+16;1,04958E+17;-1,56E+17;-1,37638E+17;500001;9,18067E+15
10000016;20000205;Minnen;-1,88498E+17;1,04558E+17;1,66024E+17;-2,02098E+17;-1,74898E+17;8,89277E+16;1,20188E+17;-1,78364E+17;-1,53685E+17;500001;1,56299E+16
10000016;20000206;Karnola;-1,74786E+17;1,00127E+17;1,17514E+17;-1,81463E+17;-1,68109E+17;9,50849E+16;1,0517E+17;-1,22392E+17;-1,12636E+17;500001;6,67732E+15
10000016;20000207;Kainokai;-1,59076E+17;7,56503E+16;1,29425E+17;-1,70087E+17;-1,48066E+17;7,06384E+16;8,06623E+16;-1,32183E+17;-1,26667E+17;500001;1,10108E+16
10000016;20000208;Pietanen;-2,06341E+17;9,28764E+16;1,89729E+17;-2,15178E+17;-1,97504E+17;7,87527E+16;1,07E+17;-1,99719E+17;-1,79738E+17;500001;1,41236E+16
10000016;20000209;Asalola;-2,21934E+17;1,13618E+17;1,85149E+17;-2,279E+17;-2,15967E+17;1,07141E+17;1,20096E+17;-1,99363E+17;-1,70934E+17;500001;1,42147E+16
10000016;20000210;Malariya;-2,21134E+17;8,92501E+16;1,84011E+17;-2,33253E+17;-2,09014E+17;7,74476E+16;1,01052E+17;-1,92983E+17;-1,75038E+17;500001;1,21194E+16
10000016;20000211;Umamon;-2,33466E+17;7,25555E+16;1,93878E+17;-2,47878E+17;-2,19054E+17;5,84144E+16;8,66967E+16;-1,98404E+17;-1,89352E+17;500001;1,44119E+16
10000016;20000212;Mito;-1,4929E+17;9,45839E+16;1,64573E+17;-1,52506E+17;-1,46074E+17;9,13379E+16;9,78299E+16;-1,71952E+17;-1,57194E+17;500001;7,37881E+15
10000017;20000213;1-Z95W;3,68007E+15;6,60273E+16;2,17194E+17;-1,05389E+16;1,78991E+16;5,73803E+16;7,46742E+16;-2,32616E+17;-2,01773E+17;500005;1,54217E+16
10000017;20000214;OG-DJD;-2,34345E+15;1,03011E+17;2,25356E+17;-1,12562E+16;6,56932E+15;9,5915E+16;1,10107E+17;-2,3253E+17;-2,18182E+17;500005;8,91277E+15
10000017;20000215;05-1B6;2,43098E+16;8,53773E+16;2,18509E+17;1,82931E+16;3,03264E+16;8,18525E+16;8,89022E+16;-2,31799E+17;-2,05218E+17;500005;1,329E+16
10000017;20000216;WSC-AL;4,95145E+16;6,65862E+16;1,86607E+17;4,15608E+16;5,74682E+16;5,57942E+16;7,73781E+16;-1,93075E+17;-1,80139E+17;500005;1,0792E+16
10000017;20000217;BS8-ZQ;1,0405E+16;8,92295E+16;2,27414E+17;5,15895E+15;1,56511E+16;8,16577E+16;9,68012E+16;-2,40407E+17;-2,14421E+17;500005;1,29929E+16
10000017;20000218;I4-DK8;3,2063E+16;6,89396E+16;2,01091E+17;2,82953E+16;3,58306E+16;5,61253E+16;8,17539E+16;-2,09669E+17;-1,92512E+17;500005;1,28143E+16
10000017;20000219;4I-WP1;1,40131E+16;5,98749E+16;1,83857E+17;1,05638E+16;1,74625E+16;4,8636E+16;7,11138E+16;-1,8964E+17;-1,78074E+17;500005;1,12389E+16
10000017;20000220;NSM-6F;3,6302E+16;9,58074E+16;1,86785E+17;2,48841E+16;4,77199E+16;8,13254E+16;1,10289E+17;-1,96851E+17;-1,76719E+17;500005;1,4482E+16
10000017;20000221;F-8DMX;4,62211E+16;6,4593E+16;2,11642E+17;4,17114E+16;5,07308E+16;5,78719E+16;7,13141E+16;-2,22383E+17;-2,00901E+17;500005;1,07414E+16
10000017;20000222;D-YMGR;-4,87385E+15;9,98066E+16;2,59285E+17;-1,60652E+16;6,31751E+15;8,54913E+16;1,14122E+17;-2,71512E+17;-2,47057E+17;500005;1,43153E+16
10000017;20000223;2RX9-6;-2,26016E+16;9,0068E+16;2,41734E+17;-2,91784E+16;-1,60249E+16;8,22018E+16;9,79343E+16;-2,47981E+17;-2,35486E+17;500005;7,8663E+15
10000017;20000224;3A-CND;-3,09904E+16;8,57081E+16;2,78251E+17;-3,88719E+16;-2,3109E+16;7,5282E+16;9,61341E+16;-2,88046E+17;-2,68455E+17;500005;1,04261E+16
10000018;20000225;Z6T6-B;2,15165E+17;4,98357E+16;-2,32835E+16;1,99835E+17;2,30494E+17;4,02079E+16;5,94635E+16;1,86867E+16;2,78803E+16;;1,53294E+16
10000018;20000226;OC-TTA;2,05685E+17;5,75053E+16;1,58059E+16;2,00437E+17;2,10934E+17;4,77771E+16;6,72335E+16;-3,09353E+16;-6,76508E+14;;1,51294E+16
10000018;20000227;J0-59Y;2,1901E+17;2,482E+16;-2,08455E+16;2,1136E+17;2,26659E+17;1,52925E+16;3,43476E+16;9,66547E+15;3,20256E+16;;1,11801E+16
10000018;20000228;3D-ROC;2,04687E+17;6,62015E+16;4,9128E+16;1,99177E+17;2,10197E+17;6,13276E+16;7,10753E+16;-6,13408E+16;-3,69152E+16;;1,22128E+16
10000018;20000229;4-0VL9;2,08367E+17;3,92348E+16;4,26648E+16;2,0459E+17;2,12145E+17;2,4942E+16;5,35275E+16;-5,7295E+16;-2,80346E+16;;1,46302E+16
10000018;20000230;E-UBWI;2,02456E+17;4,15065E+16;-7,55732E+15;1,93949E+17;2,10964E+17;3,03721E+16;5,26409E+16;2,78104E+15;1,23336E+16;;1,11344E+16
10000018;20000231;E1L-UY;2,37199E+17;2,04689E+16;2,23322E+16;2,20006E+17;2,54393E+17;-7,06233E+15;4,80002E+16;-3,94212E+16;-5,24332E+15;;2,75313E+16
10000018;20000232;P-FL48;2,60341E+17;-2,64509E+15;4,96403E+16;2,53827E+17;2,66855E+17;-6,78776E+15;1,49757E+15;-6,55657E+16;-3,37149E+16;;1,59254E+16
10000018;20000233;OWT3-6;2,50359E+17;1,2043E+16;-1,55175E+16;2,46657E+17;2,54061E+17;-7,91928E+15;3,20054E+16;1,23392E+16;1,86959E+16;;1,99623E+16
10000018;20000234;E65-47;2,63456E+17;2,84079E+16;7,00182E+16;2,59087E+17;2,67826E+17;2,14101E+16;3,54056E+16;-7,5581E+16;-6,44554E+16;;6,99775E+15
10000018;20000235;MY-HQD;2,23159E+17;3,92049E+16;2,77548E+16;2,16737E+17;2,2958E+17;2,03068E+16;5,81031E+16;-3,29892E+16;-2,25204E+16;;1,88982E+16
10000019;20000236;O-BSIB;3,43423E+16;6,92468E+16;2,34272E+17;2,83021E+16;4,03825E+16;6,32322E+16;7,52615E+16;-2,44299E+17;-2,24245E+17;500005;1,00268E+16
10000019;20000237;W1-F3U;2,40756E+16;5,66672E+16;2,6192E+17;1,73912E+16;3,076E+16;4,81516E+16;6,51828E+16;-2,77131E+17;-2,46709E+17;500005;1,52111E+16
10000019;20000238;826-A5;1,6839E+16;7,40436E+16;2,82766E+17;4,49939E+15;2,91787E+16;6,00096E+16;8,80777E+16;-2,90605E+17;-2,74927E+17;500005;1,40341E+16
10000019;20000239;6I-9Y2;9,00818E+14;6,36112E+16;3,02022E+17;-1,13008E+16;1,31024E+16;4,90852E+16;7,81372E+16;-3,22189E+17;-2,81855E+17;500005;2,01672E+16
10000019;20000240;B9J-NT;2,29278E+16;7,80315E+16;3,05212E+17;1,25217E+16;3,3334E+16;6,86302E+16;8,74329E+16;-3,11144E+17;-2,9928E+17;500005;1,04061E+16
10000019;20000241;UN2H-D;-6,98098E+15;8,46957E+16;3,00066E+17;-1,76079E+16;3,64595E+15;6,84941E+16;1,00897E+17;-3,04603E+17;-2,9553E+17;500005;1,62016E+16
10000019;20000242;F-0CTG;5,37647E+15;7,46456E+16;3,33999E+17;-1,32112E+16;2,39641E+16;5,54527E+16;9,38384E+16;-3,49293E+17;-3,18705E+17;500005;1,91929E+16
10000020;20000243;Sanair;-1,84505E+17;7,10067E+16;-1,13326E+17;-1,90087E+17;-1,78922E+17;6,30602E+16;7,89531E+16;1,0683E+17;1,19821E+17;500003;7,94646E+15
10000020;20000244;Somi;-1,96721E+17;6,11644E+16;-8,85445E+16;-2,0105E+17;-1,92392E+17;5,00935E+16;7,22352E+16;7,74118E+16;9,96772E+16;500003;1,11327E+16
10000020;20000245;Mise;-1,98951E+17;7,24089E+16;-1,30455E+17;-2,0673E+17;-1,91171E+17;6,19043E+16;8,29136E+16;1,22518E+17;1,38392E+17;500003;1,05047E+16
10000020;20000246;Emsek;-1,89762E+17;4,65929E+16;-1,24301E+17;-1,97647E+17;-1,81878E+17;3,96568E+16;5,3529E+16;1,15132E+17;1,33471E+17;500003;9,16954E+15
10000020;20000247;Arvachah;-2,14805E+17;6,96386E+16;-1,307E+17;-2,25881E+17;-2,03729E+17;6,07107E+16;7,85665E+16;1,19811E+17;1,4159E+17;500003;1,1076E+16
10000020;20000248;Mimishia;-2,11959E+17;4,55839E+16;-1,08203E+17;-2,16776E+17;-2,07142E+17;3,42694E+16;5,68984E+16;1,00023E+17;1,16382E+17;500003;1,13145E+16
10000020;20000249;Sukanan;-1,8591E+17;9,20301E+16;-1,1906E+17;-1,90736E+17;-1,81085E+17;8,19115E+16;1,02149E+17;1,15207E+17;1,22913E+17;500003;1,01187E+16
10000020;20000250;Damadil;-2,39002E+17;4,45567E+16;-1,28016E+17;-2,53412E+17;-2,24593E+17;3,32974E+16;5,5816E+16;1,17403E+17;1,38629E+17;500003;1,44096E+16
10000020;20000251;Rifenda;-2,12609E+17;8,30352E+16;-1,14767E+17;-2,18504E+17;-2,06715E+17;7,48536E+16;9,12167E+16;1,09947E+17;1,19587E+17;500003;8,18151E+15
10000020;20000252;Nasorin;-2,21051E+17;6,85164E+16;-1,10736E+17;-2,29568E+17;-2,12534E+17;6,04367E+16;7,65961E+16;1,02522E+17;1,18951E+17;500003;8,51699E+15
10000020;20000253;Tsemshatel;-2,32671E+17;3,36473E+16;-1,3445E+17;-2,41486E+17;-2,23856E+17;2,1495E+16;4,57995E+16;1,20863E+17;1,48037E+17;500003;1,3587E+16
10000020;20000254;Anidaza;-2,15353E+17;7,11135E+16;-1,59325E+17;-2,18905E+17;-2,11801E+17;6,46064E+16;7,76206E+16;1,47843E+17;1,70807E+17;500003;1,14817E+16
10000020;20000255;Ajah;-2,26593E+17;7,95082E+16;-1,30357E+17;-2,31262E+17;-2,21924E+17;7,27023E+16;8,6314E+16;1,23796E+17;1,36918E+17;500003;6,80587E+15
10000020;20000256;Subhatoub;-2,13422E+17;6,11988E+16;-1,24917E+17;-2,16676E+17;-2,10168E+17;5,77302E+16;6,46674E+16;1,16277E+17;1,33557E+17;500003;8,63979E+15
10000020;20000257;Peges;-2,06896E+17;5,52002E+16;-1,40733E+17;-2,10403E+17;-2,03389E+17;4,83388E+16;6,20615E+16;1,33609E+17;1,47857E+17;500003;7,12424E+15
10000021;20000258;B-D245;2,73216E+17;-3,15533E+16;1,80629E+16;2,59762E+17;2,8667E+17;-4,75782E+16;-1,55284E+16;-2,74983E+16;-8,62757E+15;;1,60249E+16
10000021;20000259;X5O9-E;2,85918E+17;-2,89498E+16;1,29881E+16;2,76805E+17;2,95032E+17;-4,28141E+16;-1,50855E+16;-2,67618E+16;7,85596E+14;;1,38643E+16
10000021;20000260;J33-JR;3,00538E+17;-5,74319E+16;2,90961E+16;2,93972E+17;3,07105E+17;-6,99875E+16;-4,48763E+16;-4,11815E+16;-1,70107E+16;;1,25556E+16
10000021;20000261;AGI1-F;3,12561E+17;-3,19519E+16;5,07733E+16;3,07654E+17;3,17469E+17;-3,94727E+16;-2,44311E+16;-5,9732E+16;-4,18146E+16;;8,95867E+15
10000021;20000262;U-IOR1;3,29288E+17;-2,14812E+16;8,03923E+16;3,22054E+17;3,36523E+17;-3,13136E+16;-1,16489E+16;-8,81483E+16;-7,26363E+16;;9,83236E+15
10000021;20000263;NPL-WH;2,9272E+17;3,72617E+16;1,24715E+17;2,84561E+17;3,00879E+17;2,55548E+16;4,89686E+16;-1,39816E+17;-1,09615E+17;;1,51002E+16
10000021;20000264;IM-8S5;3,03598E+17;1,57773E+16;1,0955E+17;3,01055E+17;3,06142E+17;6,6236E+15;2,4931E+16;-1,18172E+17;-1,00928E+17;;9,15369E+15
10000021;20000265;7-ZDOK;3,05172E+17;6,56045E+16;1,47627E+17;2,95628E+17;3,14715E+17;5,81905E+16;7,30185E+16;-1,50827E+17;-1,44427E+17;;9,54388E+15
10000021;20000266;6GU-AT;2,53708E+17;-2,48156E+16;2,46902E+16;2,4959E+17;2,57826E+17;-3,68274E+16;-1,28037E+16;-4,07796E+16;-8,60081E+15;;1,60894E+16
10000021;20000267;2FYX-H;3,02032E+17;1,15814E+16;8,82369E+16;2,97606E+17;3,06457E+17;-1,22977E+15;2,43926E+16;-1,02032E+17;-7,44421E+16;;1,37948E+16
10000021;20000268;NOB-HD;2,83966E+17;-7,61353E+15;5,57263E+16;2,77456E+17;2,90475E+17;-1,18807E+16;-3,34637E+15;-6,40341E+16;-4,74185E+16;;8,30784E+15
10000021;20000269;C9XB-L;2,9659E+17;-3,13472E+16;6,60345E+16;2,88686E+17;3,04494E+17;-4,59731E+16;-1,67213E+16;-7,52708E+16;-5,67982E+16;;1,46259E+16
10000021;20000270;KPU3-3;2,97564E+17;-2,33133E+16;4,22391E+16;2,94219E+17;3,0091E+17;-3,21128E+16;-1,45137E+16;-4,87087E+16;-3,57695E+16;;8,79953E+15
10000022;20000271;5VN-B7;-9,67593E+16;2,6738E+16;-2,68099E+17;-1,09014E+17;-8,45043E+16;6,92792E+15;4,6548E+16;2,6227E+17;2,73927E+17;500019;1,981E+16
10000022;20000272;41JS-R;-1,03911E+17;2,20924E+16;-2,91848E+17;-1,09056E+17;-9,8765E+16;1,47097E+16;2,94751E+16;2,78599E+17;3,05097E+17;500019;1,32489E+16
10000022;20000273;H26A-B;-1,24589E+17;4,65419E+16;-2,54044E+17;-1,34343E+17;-1,14836E+17;3,76141E+16;5,54697E+16;2,44434E+17;2,63654E+17;500019;9,75308E+15
10000022;20000274;Y-2D6Q;-1,21724E+17;2,92137E+16;-2,98434E+17;-1,29352E+17;-1,14095E+17;2,25419E+16;3,58856E+16;2,9272E+17;3,04148E+17;500019;7,62875E+15
10000022;20000275;U7L-MQ;-1,2777E+17;1,64015E+16;-3,25318E+17;-1,369E+17;-1,1864E+17;6,80304E+14;3,21228E+16;3,08291E+17;3,42345E+17;500019;1,70272E+16
10000022;20000276;XJ-0RG;-1,54676E+17;2,24562E+16;-3,32399E+17;-1,69114E+17;-1,40238E+17;9,33313E+15;3,55792E+16;3,2376E+17;3,41038E+17;500019;1,44384E+16
10000022;20000277;H-QXM7;-1,30142E+17;4,71061E+16;-3,41797E+17;-1,35379E+17;-1,24905E+17;3,90331E+16;5,51791E+16;3,24351E+17;3,59243E+17;500019;1,7446E+16
